ID,Medicine,Website,Source,Link,Review,Overall Rating,Effectiveness,Ease of use,Satisfaction,People upvoted,People downvoted,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical Personel Was Surprised or Skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption Method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
230,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I'm an active person who likes to train early morning and late night. I started taking ashwaganda as I heard it naturally boost testosterone, but I would say it's don't the opposite. I'm 40 days in for 40 tablets of 500mg and my sex drive has plummeted which is unheard of for me and I'm struggling to get up and find motivation to do anything. I do suffer with my mental state and find gym helps me manage it, but this stuff it sending me backwards not forward. Perhaps it's too early days, so I will see the course out as have abbot 20 more tablets left",1.7,1,3,1,1,0,2023-01-26,25-34 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,"low sex drive,depression,low motivation",,,,,107,LLM
231,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Using it for more than 6 months now. Less stress,sleep better,less pain.So far best brand is ancient nutrition 1/2 pill per day. Ran out and bought Goli brand...NEVER again it was super strong and caused me to be sleepy. Pick your brand wisley and start with a low dose.
",4.3,4,5,4,1,0,2023-01-14,55-64 | 6 months to less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,Ancient Nutrition,,drowsiness,,,,,49,LLM
232,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I've always had anxiety and stress issues. I finally dropped Citalopram as I prefer more herbal remedies vs man made in lab. When I started taking about a week ago, I immediately felt more energetic (focused), stress has been easier to manage and overall better feeling each day. One downside I've noticed is that I do sweat more even when doing nothing as if I'm really nervous but I'm not. I will continue for a month to see what happens.",4.3,4,5,4,1,0,2023-01-08,35-44 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,excessive sweating,,,,,80,LLM
233,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I have had seizures off and on, one about 12 mths to 18ths for 5 yrs.  I have tried 12 different seizure medications and couldn't tolerate any of them.  I decide to try a herb and found that ashwagandha for stress and anxiety and decided to try it.  It has worked great.  I started seeing a therapist to figure out what was going on and she diagnosed me with conversion disorder which is extreme stress and anxiety.   I did try an anxiety prescription and it made my anxiety fill like it was out the roof.  I am happy with Ashwagandha.  I only take 350 mg a day.   Gaia ashwagandha root capsules",5.0,5,5,5,1,0,2023-01-07,45-54 | 6 months to less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,seizures,,,,,111,LLM
234,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I am a 26yo caucasian male in the US. Ashwagandha has been a great remedy for me. I was interested in the stated results of reducing stress, anxiety, and increasing sexual function and testosterone support. I found Young Theory KSM-66 500mg capsules at my local Costco, though I had seen the Goji-brand gummies as well. I chose the capsule form as it better fits into my supplement routine. I would say it's been the better part of a year now, consuming most days out of the week on average, but aimed for daily consumption. I will say that I have noticed a pleasant increase in my libido, and certainly a reduction in my stress and anxiety, though not tremendous. I would consider this to be a supplement to mildly calm oneself through the day and help maintain a more level head. The best results I have seen in my time consuming is when I am stacking it with eating well most days out of the week, and occasional to regular exercise. I will add that I have not struggled with regular sickness as well, thanks to the added immune support. My only exception to this is when I became sick with COVID-19 at the height of the pandemic -- of course, I can't and won't speak to any of its effects with COVID-19 as there have not been any studies done as of today that can speak on its effectiveness to combat or prevent it. But in regard to the common cold, flu, etc, it has been incredibly effective at keeping me healthy day-to-day.
Reading some of the other reviews here, I've noticed an apparent trend that the folks that have taken Ashwagandha in gummy form have not had a great experience, so I'm unsure if different forms of the root have anything to do with its efficacy, but thought I would mention it if anyone can attest to this.
Ultimately, I have had a wonderful experience taking Ashwagandha and will continue to utilize it. My current primary form of consumption is through the BPN Super Greens powder, which contains 300mg of KSM-66 per serving, which is less than my average dose, but I do have the capsules with me in the event I feel as though I need to up my daily dose.   ",4.0,4,4,4,1,0,2023-01-04,25-34 | 1 to less than 2 years,,,,,,,,,,,,,,,,,,,,,,,,,Young Theory,,,,,,,382,LLM
235,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"This is by FAR the worst product on the shelves. I had abnormal bleeding for 13 days from this product, was scared for my LIFE. Do not take this!!!!!!!",1.0,1,1,1,1,0,2022-12-26,35-44 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,abnormal bleeding,,,,,29,LLM
236,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I used to take cbd but even after using the high dosage, the ease from my anxiety wore off and it actually made me feel worse. With cbd, I felt an immediate sense of calm. I decided to try ashwagandha after cbd stopped working. Ashwagandha is very different but in a good way. I've noticed that I'm just naturally less anxious. It's not an ""I need to take this right now"" kind of feeling but more if a change in my biology. I don't feel like I'm relying upon a substance to calm me down. It is helping my relationship tremendously and I hope it continues to work for me.",5.0,5,5,5,1,0,2022-12-12,25-34 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,LLM
237,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Started taking Ashwagandha  4 days ago for anxiety. I take 250mg in the morning. My anxiety returns in early afternoon and I take another 250mg and then I am good for the rest of the day. I used to have a drink of alcohol to relieve the anxiety but that doesn't work long enough unless you have another drink or two during the day and then you're dealing with the negative effects of too much alcohol. 
After taking Ashwagandha I have no cravings for alcohol am not drinking any. This is truly working great for me and I hope this continues. I am much more calm and the little things that used to bother me I seem to handle well and I remain calm. My mind is clear and sharp and I have slept well.",5.0,5,5,5,1,0,2022-12-05,65-74 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,LLM
238,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Struggle with anxiety that causes insomnia and other issues. Ashwagandha has been a game changer for me. I sleep better, no mid night wake ups,  my mood has improved dramatically,  and triggers that would normally put me into a depressive/anxiety spiral no longer occur.

I work in an incredibly stressful environment and since I've been taking 1,200 mgs with my regular meds (seroquel + melatonin at night), I'm doing 1000% better and have even be able to stop taking my regular anti-depressants. 

It reduces cortisol in your brain and,  for me at least, manages my regular panic attacks. Have not had one since I started this (1 month so far).

Everyone's body chemistry is different. At minimum speak with your pharmacist before trying ashwagandha to ensure it doesn't negatively react with your existing meds.

But otherwise highly recommend. It's a life changing vitamin.",5.0,5,5,5,1,0,2022-11-27,55-64 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seroquel,melatonin",,,,,140,LLM
239,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I took this in the morning and it immediately helped with my anxiety.  However, that night I had the most horrifying and vivid nightmare I had ever had.",3.3,3,5,2,1,0,2022-11-25,19-24 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,vivid nightmares,,,,,28,LLM
240,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,Slowly noticed I was less stressed and calmer.,4.7,4,5,5,1,0,2022-11-24,75 or over | 1 to less than 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,LLM
241,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I have an extremely complex and stressful job. I also have a couple of compromised disks in my lower back and neck. These cause chronic pain. I also have chronic knee pain. 

When I get extremely stressed, it manifests itself as physical pain. I had long suspected it was cortisol and inflammation based. I am very disciplined with my diet and am in excellent health. 

I started taking ashwaganda on a regular basis to control the very unpleasant effects of stress and anxiety and it makes a HUGE difference in how I feel physically. 

If I skip my nightly dose, I am miserable the entire next day and am wrecked by the end of the day because of the pain I'm in. 

If you are dealing with chronic pain (not acute, but overall, throughout your body), I would try taking ashwaganda before bed. 

It does cause some fatigue, but also gives you a calm, relaxed feeling. ",5.0,5,5,5,1,0,2022-11-24,45-54 | 2 to less than 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,LLM
242,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I started taking this about a month ago and at first i had little panic attacks here and there and than my panic attacks were gone and i thought well this is good but than i started to feel more depressed than ever feeling so negative having more anxiety feeling very tired mentally terrible nausea terrible headache sleeping problems as well as not being able to eat from the nausea and feeling excessively tired.I just stopped taking it about 4 days ago and everyday i feel worse probably from it still being in my system but i don't reccomend this if you have major depressive disorder ,panic disorder and GAD because it made me feel terrible i might update it i feel better but so far i still feel very brain fogged tired anxious and very depressed",1.0,1,1,1,1,0,2022-11-18,19-24 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"panic attacks,depression,anxiety,fatigue,nausea,headache,insomnia,loss of appetite",,,,,137,LLM
243,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I researched for something that would help with my stamina. I reviewed that information and decided to buy some ashwagandha the next time I saw it. I found the Goli nutrition brand, gummies, 300  mg. I take 1 in the morning before I take my dogs for a walk, before breakfast. My mind and body begin to wake up gradually over about 15 minutes. It is not a stimulant. It does not raise my blood pressure. I take another one about 2 or 3 in the afternoon. That's when my stamina begins to fade. I take another. Get up and move around and again my mind and body are able to have the stamina I need for the rest of the day. I almost never need to take a nap every afternoon as I had to before. I find I snack less, especially on simple carbs, that my body gets craving since it thought that would give me more energy. I actually feel more like eating healthier. I think 300 mg twice a day is probably best for me. I've also found that I can handle multiple, complicated, stressful tasks - without having so much anxiety I can't do anything. I plan on continuing to take it and have incorporated it into a very detailed medication/ supplement regimen. I hope I can take it regularly. It's made all the difference in my life.",5.0,5,5,5,0,1,2022-11-17,65-74 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,Goli,,,,,,,233,LLM
244,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I dont know if it helped me with stress anxety od depression, but i know the day i take it i have bad explosive diarhea. I tried it for few days and noticed the reason of the problem is this product...stoped..and problem stopped. The moment i took again the product same problem came back...",1.0,1,1,1,1,0,2022-11-15,25-34 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,explosive diarrhea,,,,,54,LLM
245,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,Amazing!!,5.0,5,5,5,1,0,2022-11-11,35-44 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LLM
246,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,CPTSD SINCE CHILDHOOD. I was on Paxil for 25 years but trauma break through was constant and eventually it interfered with my sleep. I slowly reduced Paxil and went through Paxil Withdraw syndrome. A night year for over a year to get this out of my system. I started Ashwagandha Conplex by Pattern Wellness and it truly works. My sleep is much improved and trauma flashbacks and somatic symptoms are 90% improved.,5.0,5,5,5,1,0,2022-10-28,75 or over | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,Pattern Wellness,,,,,,,72,LLM
247,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I take it for anxiety sometimes. Just a quarter teaspoon of an organic powder once a day. It has a mild but noticeable effect. I don't take it for very long, maybe a few months at a time, cycling off for long periods in between.",4.3,4,5,4,1,0,2022-10-25,35-44 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,LLM
248,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,I have always been very skeptical of anything that can alter your mind or change things with your body but this has been a god send I have only been on this for 3 weeks and have it in my coffee every morning it started too help me with my ptsd after the first day my night terrors have gone I don't seem too have had one night terror or flashbacks since I've been taking this and it's helped me too deal with stressful situations  as well I seem too have taken the situation and thought properly about it and came up with solutions instead of just getting stressed like I have before I'd quite often get stressed and not even try too solve the problem just accept it but now I am actually getting through my problems I will recommend this too everyone I do believe that you can over do it though when I was having 3 a day I was having some serious bowel movements but been fine since I cut it down again,5.0,5,5,5,1,0,2022-10-24,25-34 | ,,,,,,,,,,,,,,,,,,,,,,,,,,,bowel issues,,,,,177,LLM
249,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I had panic attacks after taking this, short of breath and extreme anxiety. Can't believe this thing is sold as a ""supplement"". It's ridiculous .",1.0,1,1,1,1,0,2022-10-13,19-24 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"panic attacks,shortness of breath,anxiety",,,,,25,LLM
250,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"After about 8 years of trial and error with almost every antidepressant and antipsychotic on the market (or so it seemed) and very little if any lasting help, I decided to give ashwaganda* a try. (*Adeeva brand, and ashwaganda, 5% withanolides powder, is only one of the ingredients. Others include schisandra, rhodiola, B vitamins, magnesium, and zinc.) I have since been successfully able to wean psychiatric drug doses (which were harming my liver and causing other side effects). I sleep better, have less muscle pain and tingling, feel less anxious overall, can think more clearly, and no longer get episodes of hallucinations, extreme agitation or mental confusion. I've not noticed any side effects after more than 1 year of daily use. I started in slowly at 1 cap per day and have increased to 3/day. Would highly recommend Adeeva or a similar combination, to others seeking relief....although everyone's body may respond differently. The only drawback for me was the recommendation to take this product at least 2 hours apart from other medications or supplements, which was sometimes difficult with the rest of my protocol.",4.7,5,4,5,2,0,2022-09-27,19-24 | 1 to less than 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,LLM
251,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I've have been taking Ashwagandha for about a year and honestly, it has helped me with my stress and anxiety. The longer you take it the more you see the difference. I buy brand name ZHOU Ashwagandha. I feel like it helps me best, plus I tend to lean towards more organic stuff anyways.",5.0,5,5,5,1,0,2022-09-25,25-34 | 1 to less than 2 years,,,,,,,,,,,,,,,,,,,,,,,,,Zhou,,,,,,,54,LLM
252,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,I took one teaspoon of the ashwagandha powder to help me sleep.  The following day I had uniary incontenance.  Used depend and took again the 2nd night before bed.  Incontenance worse the next day.  Seems like it relaxed me too much.,1.0,1,1,1,1,0,2022-09-16,75 or over | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,urinary incontinence,,,,,41,LLM
253,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,Just taking one 300 mg dose caused super anxiety for me. I thought it could be something else & tried it again. No bueno. Tossed it out.,1.7,1,3,1,1,0,2022-08-30,55-64 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"anxiety,panic attacks",,,,,27,LLM
254,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"My anxiety attacks only strikes when I am worried of something, before,  now that I am taking Ashwagandha  I noticed my anxiety attacks got worse bec I keep having attacks for no reason at all.So I decided to stop taking t. It's not worth it.",1.3,1,2,1,1,0,2022-08-28, | ,,,,,,,,,,,,,,,,,,,,,,,,,,,anxiety attacks,,,,,45,LLM
255,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,BEen Taking Nature's Bounty Ashwagandha for A Week An My Sleep Has Been Improved I do Not Wake Up Groggy Anymore I Wake Up Feeling Refreshed And I Started To Dream Again. I Haven't Been Dreaming In So Long. And I Feel Less Tense From Stress Witch Is A Big Relief On My Mucsles,5.0,5,5,5,1,0,2022-08-06,19-24 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,LLM
256,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,I became so paranoid an depressed and almost felt i was going crazy wth weird thoughts..,2.0,2,2,2,1,0,2022-07-28,35-44 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"paranoia,depression",,,,,16,LLM
257,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Horrible !! Only took on tablet for anxiety at night and I woke up in the morning feeling like I had been drugged .. groggy, headache, confusion and horrendous anxiety. Be careful I know it must work
For some but not for me !! ",2.0,1,4,1,1,0,2022-06-29,45-54 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"grogginess,headache,confusion,anxiety",,,,,43,LLM
258,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,I sleep so much better and my mood is so much better when I take this. I feel less irritable and I sleep better.,5.0,5,5,5,1,0,2022-06-03,19-24 | 6 months to less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,LLM
259,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Male, earlier 20s, non drug user and non smoker. Started use of chewable 350 mg root extract Ashwagandha gummies about a month ago for a boost in my strength training. First week of use was alright, i couldn't notice a major difference. Then for the next few weeks I used not as consistent until I started noticing a drop in mood and symptoms of depression. I have a history of depression but the taking of Ashwagandha I believe is the only thing that has triggered my change in mood",2.7,2,5,1,1,0,2022-05-31,19-24 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,"depression,low mood",,,,,89,LLM
260,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I went on this hoping it would calm me down as St John's Wort stimulated me a bit too much. Starting treatment with 1200mg of Ashwagandha gave me intrusive thoughts. After being on it for a few weeks I did notice I felt less anxious and more confident. However about a month on it I became very irritable and generally paranoid. I decided I was going to stay on it until spring after I tapered off of SJW. I took 1200mg a day and cut my dose in half for a week then stopped it completely a week after that. Irritability, panic attacks and feeling like I have the flu have been common for weeks after discontinuation. In my experience Ashwagandha has done more bad then good. If you are struggling with anxiety I would recommend talking to your doctor or looking elsewhere.",2.3,2,3,2,1,0,2022-05-30,19-24 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,"intrusive thoughts,irritability,paranoia,panic attacks,flu-like symptoms",,,,,143,LLM
261,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I was so excited when I purchased the 90ml bottle from chemist warehouse. I tried it and with complete honesty I nearly vomited. The taste was sooooo bad like a combination of cloves, arse and shit! Omg people DO NOT PUT god awful potion on your tongue. Just dont! But, I'm now putting it in a little juice and walla!!!!!!! Problem solved!",1.3,2,1,1,2,0,2022-05-29, | ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,LLM
262,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Absolutely amazing. Been using the Goli gummies for little over a week and let me tell you. I have never felt happier in my life, my sex drive has increased, my stress levels dropped significantly, I'm having more positive thoughts throughout the day, depressive thoughts are no more, and gym wise they have made me leaner and stronger no joke. Before taking them, I was stuck at 315 for deadlift and then recently I hit 405 then 2 days after hitting it for my 1RM I repped 405 out for 4 reps. 10/10 should buy.",5.0,5,5,5,1,0,2022-05-18,13-18 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,Goli,,,,,,,95,LLM
263,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"T soes make one focused however,  I started experiencing pain in my eyes",3.0,3,3,3,1,0,2022-04-24,25-34 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,eye pain,,,,,13,LLM
264,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"The ashwaganda powder gave me paranoia. Now om in hospital because for mental health condition, the doctor told me is not recommended to take Them.",2.3,1,5,1,1,0,2022-04-06,19-24 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,paranoia,,,,,25,LLM
265,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Took Ashwa gummies for anxiety for a month initially and slept very well but would wake up in the morning with brain zaps. Stopped taking them for some months, then started again and took them for about 4 months and started to feel very weak , faint and sleepy throughout the day and decided to stop taking them. I have since had very bad withdrawal symptoms. Having heart palpitations, anxiety has become worse, chest pains, feeling depressed, shacking for no reason, panicking for no reason and feeling faint usually around the same time I used to take them. It's been a week since I stopped taking them. Can't wait for them to get off my system.",3.0,3,4,2,1,0,2022-04-02,19-24 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,"weakness,fatigue,heart palpitations,anxiety,chest pain,depression,shaking,panic attacks",,,,,116,LLM
266,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I teach 6th grade in an urban middle school.  The stress level is immense and over the last couple of years, I gained quite a bit of weight.  I know that cortisol tends to send the fat to the belly so I thought I'd give this a try.  The label states that it helps maintain normal cortisol levels, among other things.  I started taking it about 6 months ago and the weight has been steadily coming off.  I am on a program of monitoring the kinds of foods I eat and being aware of what drives me to eat.  Combined, I have lost about 40 pounds.  I ran out a while back and decided to see if it was really doing anything for me.  After about two weeks off of it I noticed my weight plateaued, which is normal during weight loss.  I continued to eat as I had been and after another week, I noticed fat building up around my waist.  My weight was still sitting at the same measure and I started to think that maybe the pills were helping me with it.  So, I recently bought more and after a week my weight started moving down again and my waistline is getting better.  The weight loss is at a healthy rate of about half to 3/4 of a pound weekly and I feel better knowing my weight is moving down again, as well as my clothes fitting better.  I haven't noticed any negative effects, perhaps because I make sure I take my meds on a full stomach.  I do take meds for hypothyroidism and depression so, after reading some of the reviews, am going to cut down to one tablet a day instead of two.  We'll see how that works. The brand I've been using is from Costco.  It's put out by ""youtheory"" in 500mg capsules. No bad taste or weird mental issues.",5.0,5,5,5,1,0,2022-03-29,55-64 | ,,,,,,,,,,,,,,,,,,,,,,,,,youtheory,,,,,,,316,LLM
267,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I've been taking the goli ashwagandha gummies for months now. I started with one gummy a night which is half of what is suggested. Whether it was a placebo effect or not I swear from night one I slept better and longer than normal. For the last week or so I've been taking two gummies which is the suggested amount for a nights sleep as I've been extra stressed and it's been difficult falling asleep again. These really help me to calm down after a stressful day, would definitely recommend! They don't hurt my stomach AT ALL.",4.7,4,5,5,1,0,2022-03-11,19-24 | 6 months to less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,Goli,,,,,,,97,LLM
268,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"My wife and I are trying tonget pregnant and to hp reduce my stress levels. I tried Ashwagandha. It did help with my stress levels and i had great sleep. However. After about two weeks i started feeling ultra depressed and could have been classified as boarder line suicidal. I stopped taking Ashwagandha because i had no drive to take care of myself and after a few days i realized how much better I felt. Did it lower my stress levels yes but ill take some extra stress over being depressed. If you are going to try this. Just monitor yourself and if you see any mass shifts in the wrong direction, stop using it.",3.0,4,4,1,1,0,2022-03-09,19-24 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"insomnia,depression,suicidal thoughts",,,,,115,LLM
269,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,Caused brutal insomnia.  Wonder about possible interaction with Krill Oil and/or L-Tryptophan supplement I've been taking.  Discontinuing ashwagandha after the first dose.,1.0,1,1,1,0,1,2022-03-09,55-64 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,insomnia,,,,,22,LLM
270,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,Taking only 125 mg (Life Extension brand) at night to enhance my sleep. Very surprised how much deeper my sleep has been. Not really longer - still wake up fairly frequently but usually fall back asleep quickly. No side affects that I have noticed. Very pleased.,5.0,5,5,5,1,0,2022-02-26,55-64 | 1 to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,LLM
271,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"Only tried it once, one tablespoon in water of ashwagandha root powder before sleeping. It did make me sleepy at first. However, I started sweating profusely after about 30 minutes and after about two hours I woke up with rapid heartbeat and couldn't go back to sleep. Than, for weeks, I had terrible itching and urticary-like reaction all over my body (I never had that in my life before). I also had inflammation of sinuses, especially the ears. I really don't recommend.",1.0,1,1,1,1,0,2022-02-15,25-34 | ,,,,,,,,,,,,,,,,,,,,,,,,,,,"profuse sweating,rapid heartbeat,insomnia,itching,urticaria,sinus inflammation",,,,,82,LLM
272,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,Took half a dose and within an hour I was in the emergency room throwing up so and a headache so bad that I had to hold my head and scream to high heavens. Don't take this stuff please!!,1.0,1,1,1,1,0,2022-02-04,55-64 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"vomiting,severe headache",,,,,39,LLM
273,Ashwagandha,WebMD,WebMD 2024,https://reviews.webmd.com/vitamins-supplements/ingredientreview-953-ASHWAGANDHA,"I took it for anxiety. At first it helped, I was more stable, less anxiety. Then after week three, I started sleeping bad, had very lively dreams, and had a strange feeling in my head, plus headaches. Then all of a sudden I had the worst panic attack in years, problems breathing, legs were twitching. It lasted several hours.

My doctor told me that, since it's part of the nightshade familiy, it can work really bad for some (or even many) people. I will never use it again.",2.0,1,4,1,1,0,2022-02-03,55-64 | less than 1 month,,,,,,,,,,,,,,,,,,,,,,,,,,,"dry tongue,panic attacks",,,,,87,LLM
