source,author_name,age_range,time_on_treatment,condition,review_date,overall_rating,effectiveness,ease_of_use,satisfaction,review_text,helpful_votes,total_votes
Garcinia,,45-54,6 months to less than 1 year,Other,2015-07-07,4.333333333333333,5,4,4,,2,4
Garcinia,countrygirl,65-74,1 to 6 months,Weight loss,2015-07-04,3.6666666666666665,1,5,5,"I HAVE TRIED THIS FOR WEIGHT LOSS, AND IT WAS NO HELP AT ALL. BUT....WHAT ASTOUNDED ME WAS THAT I FELT FREE OF ARTHRITIC STIFFNESS, THAT EVEN WITH CELECBREX MEDS, WAS UNBEARABLE. I COULD STRIDE OUT LIKE A TEENAGER AT TIMES, BUT THAT LOOSENESS WAS VERY SHORT LIVED. FOR THAT REASON I CAN NO LONGER SAFELY 'GO FOR WALKS' I CHECKED ON THE NET AND FOUND MANY SUGGESTED G.C HAS ANTIINFLAMATORY EFFECTS, AND I WILL PERSONALLY ATTEST THAT IT IS BRILLIANT FOR THIS PURPOSE. I AM OVER 70 AND HAVE LIVED WITH CHRONIC SACRO PAIN FOR YEARS NOW, ON A DAILY BASIS G.C. WORKED A MIRACLE. THIS IS ABSOLUTELY TRUE.",30,33
Garcinia,Viper0673,25-34,less than 1 month,Weight loss,2015-06-25,2.6666666666666665,3,2,3,"I'm into bodybuilding and workout 3 days a week . I just have a little stubborn belly fat that just doesn't go away. I'm into day 4 taking 2 in the morning 1 in the late afternoon and 2 at night before dinner. All equal to 2500mg. Study was done on 3000mg. I know it's to early to review, however after reading all the other reviews I just wanted to give my opinion.    1. I have no side effects even on high doses.  2. I feel belly getting tighter.  3. I feel less hungry though out the day.    PS. You have to at least use this product for few months to see any results if there is. People using it or 2 or 3 days and giving up is not the correct way to take any supplement. Even multi vitamins Pills take few months to take effect on your body. First few days you just piss it out.     I will update after I finish my two bottles. Maybe in a month.",35,42
Garcinia,,65-74,less than 1 month,Weight loss,2015-06-23,1,1,1,1,"Have been taking Garcinia Cambogia for 2 days and I feel awful.  Have had headaches, aching all over and feel nauseous.  Will not take any more as this is awful.",22,29
Garcinia,,55-64,1 to less than 2 years,Obesity,2015-06-23,5,5,5,5,,1,2
Garcinia,mike c,,less than 1 month,Obesity,2015-06-22,1.3333333333333333,1,2,1,"Two weeks in taking two tabs before the three meals a day ir max dose. I started walking daily at least a mile or two. I had also made changes in my diet cutting out a few bad choices and adding a few better ones ie : nuts for chips , water for diet soda and last was at breakfast i had egg white toasted sandwhich with ham and not bacon. Anyway despite this i gained ten pounds felt bliated and was constipated and dry mouth tasting sour fruit all day YUK! BIGGEST waste of money.",3,4
Garcinia,,35-44,1 to 6 months,Weight loss,2015-06-20,4.666666666666667,4,5,5,"I took 1 pill a day at alternate times about 6 days a week with garcinia and green tea and for about4.5 months. I lost 6 lbs my first month with no exercise and very little change in diet&17 in 4 months. I was a little less hungry, but barely exercised or changed my diet. Went from 152 to 135. I took less since the jury is still out on its safety.  ",42,43
Garcinia,lossingIT,25-34,less than 1 month,Weight loss,2015-06-16,3,3,3,3,I have been taking this product for about two weeks now. Within the two weeks I have only worked out twice and I have lost 3 pounds. I have ate fast food this entire time as well. I believe the product is working it may be too soon to tell but normally it is really hard for me to loose weight unless I completely change what I eat and work out everyday. I have been constipated while taking this but lots of water helps. ,18,22
Garcinia,Stpaulkat,35-44,less than 1 month,General Health And Wellness,2015-06-11,2.6666666666666665,2,3,3,Beginner,0,2
Garcinia,whocares,25-34,1 to 6 months,Weight loss,2015-06-03,2.3333333333333335,1,5,1,"DON'T buy the scam!!  This crap does not work. In fact I gained wight, and was always bloated. Taking this made everything worse. Now that I've stopped, I feel much better, and look better. And I know I am not the first person this has happened to, I should I ""listened"" to all the bad reviews that I had read. My bad!",29,32
Garcinia,,25-34,less than 1 month,Weight loss,2015-06-03,5,5,5,5,"I purchased a bottle of Garcinia from GNC. It is the red bottle for $49.99 if you are interested; but I started taking them two days ago on Monday. i weighed myself monday and I was 190, I weighed myself on Tuesday, i was 187. I weighed myself today and I was 185!!! Needless to say, I will be continuing using this product along with eating fruits and drinking Slim Fast meal replacement shakes twice a day.",20,30
Garcinia,KBrowand,25-34,,Obesity,2015-06-03,4.666666666666667,5,5,4,"I've only been using it 5 days now, but I've already lost three pounds.     Specifically I've been taking the Nature's Design brand, which I found on Amazon after doing some research. I'd been on a reduced calorie diet that left me 10 lbs down, then 3 back up, and after that plateau I needed something to help. I did a good deal of digging before even buying because I'm more than aware of how gimmicky diet pills are...     Apparently you have to get the variety that is 50% of the active ingredient along with magnesium to get the most out of it. The Nature's Design brand comes with 80% and already has the magnesium mixed in.     It does cause some constipation and slightly more frequent urination ( for me at least ), but I've not had anything majorly unpleasant as a result of taking it thus far. I would recommend it to others, but it's not likely something someone with ongoing stomach issues would be able to take without problems.     The blend I have supposedly helps with seratonin levels as well, which I've been calmer the past few days since taking and falling asleep a little easier. Not sure if it's placebo or the supplement. Considering that my job is being sent overseas and the recent anxiety I've had about it, it's been nice to feel more mellow about it.     My daily routine now includes a women's multivitamin, B complex, Zyrtec, and one GC supplement 20 to 40 minutes before my first meal. I have one usually 30 minutes before lunch, and will usually skip a third before dinner. But the instructions will call for more. So far 2 seems to be the safest medium I'm willing to take so far. ",8,8
Garcinia,,45-54,,Other,2015-06-02,1,1,1,1,PEOPLE!!!! LIST YOUR BRANDS IN YOUR REVIEWS!!!!!!    Your review helps NO ONE without your brand in it's descriptions!!!,7,7
Garcinia,oneil89,25-34,1 to 6 months,Weight loss,2015-06-01,2.3333333333333335,1,5,1,"I have been taking Garcinia Cambogia and Green Coffee Bean pills and they have done nothing but cause me problems. They are supposed to help you lose weight but I gained a few pounds instead. On top of that I have headaches, shortness of breath and abdominal pains since taking the pills. I stopped taking them 2 days ago and now I have those symptoms along with dizziness and doubled heart beats!! These pills are supposed to be risk free but they are not! I also follow the directions completely and I only took have the dose.",20,23
Garcinia,smorton,45-54,less than 1 month,Other,2015-05-26,1,1,1,1,"I ordered from Garcinia Camogia Wow, and the product doesn't work, we got charged for 2 different things and only got one, but no refund for the product we didn't get.",5,5
Garcinia,,55-64,,Weight loss,2015-05-25,3,3,3,3,"It made me anxious and nervous, on edge.",13,14
Garcinia,Kimberly K,35-44,,Weight loss,2015-05-22,4.666666666666667,4,5,5,"I began using this product three days ago, and have already lost four pounds.  No side effects, and I'm surprised, since I am prone to headaches.  I bought the Purely inspired brand from Rite Aid, and so far, I'm loving the results.  As for it causing problems with the gallbladder, I have heard that once you get on a nutritional program and start to lose weight, it is very typical for the gallbladder to go.  It's the change in the diet, not the GC.  My gallbladder was removed in 2010, well before I started taking this product.",17,23
Garcinia,Jacksrbetter55,55-64,1 to 6 months,Weight loss,2015-05-21,3.6666666666666665,3,5,3,I bought the Garcinia that was pure and it worked well.  But I ran out and had a hard time getting them so I tried a different kind on Amazon that claimed to be the strongest ever made.  Ha!  The have other things in them and just don't work as well.  I stopped losing weight and became constipated.  All Garcinia products are not the same!  I would give the pure one another chance.,19,22
Garcinia,soya,35-44,less than 1 month,Other,2015-05-20,2.6666666666666665,3,3,2,weight loss 15 kg one month,2,2
Garcinia,Moplexy ,55-64,less than 1 month,Weight loss,2015-05-19,5,5,5,5,"I purchased Natural Science brand Garcinia Cambodia from Walmart for $9.88 for a 2 bottle bonus pack, 84 caplets. It says clinically tested dose, 100% pure GC, 60% HCA. I have been taking for 5 days and have lost 7 pounds!  I take BP meds and have had no noticeable side effects other than seemingly magical weight loss, no headaches I read about, or nausea even though you are instructed to take them an hour before eating.  Honestly, I am shocked at the results,  and am not a diet pill taker normally, it's just that I was seduced by all the ads on the web, specifically Miranda Lamberts transformation.  Good luck everyone. ",56,59
Garcinia,Norman Fournier,55-64,less than 1 month,Weight loss,2015-05-16,2,1,4,1,"I suffer from depression and the side effects were very severe for me. I started taking a product called Pro Garcinia and the main ingredient is Chromium Picolinate. This product intensified the effects of my depression immensely. I also suffered from many strong headaches while I was taking this supplement. I take 300 mg of Venlafaxine XR in the morning every day. This is the maximum recommended dosage and to get through the day to counteract the Pro Garcinia I had to take 3 x 150 mg capsules through out the day. I only had to do this for two days before I realized that there is something not normal in my routine.   I went online to research any side effects and I found that there is a side effect regarding people with depression.   I know it was a result of the Pro Garcinia because that is the only that has changed in my routine over that past week.   Because people do not understand what depression is all about and how it effects people, this has put a very severe crinkle n the relationship I just started with a new lady. My relationship is probably over because people do not understand.   I have written this review in hopes that other people will read it and realize the potential side effect this product has on those suffering with depression.   I strongly recommend that people research what they are about to take and how it may interact with their medication. What I went through was not fun. It probably cost me a great potential relationship.   Do you know what really sucks? I should have done my research before taking this product.       ",29,33
Garcinia,STILL TUBBY,55-64,less than 1 month,Other,2015-05-14,2,1,4,1,All I lost was a bit of belly flab...but not 1 LB!,5,5
Garcinia,,25-34,less than 1 month,Weight loss,2015-05-11,1.6666666666666667,1,3,1,"I started taking garcinia for a week now and I would not recommend it to anybody because it does not work. I gained 4 pounds in a week by taking this product and have been constipated by the use of this product, and the last day I used it I had a terrible headache. Not worth it! save your money!",18,20
Garcinia,,45-54,less than 1 month,Weight loss,2015-05-08,4,4,5,3,I have only been taking this for 2 days. Today will be the third. It has seriously impacted my appetite but I have had a headache for 3 days now! Not really sure if I it will be worth it but I am gonna give it a try for a week. If these headaches don't go away I will stop taking.,24,32
Garcinia,,65-74,less than 1 month,Weight loss,2015-05-06,1,1,1,1,I need for someone to call re my order for garcinia gambogia. 303 770-1460  ,2,18
Garcinia,Albrrrrrta,35-44,less than 1 month,Obesity,2015-05-05,2,1,4,1,"I took capsules the first time -- week 1 developed massive pain in the kidney area... stopped taking, pain gone.  Waited a few months and tried gummy form -- day 1 took 1 and major kidney area pain by next morning.  Not sure why I am so sensitive to these as I really have no major ailments and take no medication.  If you start to feel that pain stop taking them!!!",6,6
Garcinia,,25-34,less than 1 month,Weight loss,2015-05-05,3,3,5,1,I started taking Garcinia three days ago every day. I will not be taking it today. I have not experienced any nausea or headaches like the web md listed as side effects.  Instead I have had diarrhea everyday since I started using it. I don't think this is related but yesterday I developed a terrible cold and incontinence of my bowel. I will not finish the bottle or recommend this diet pill to anyone. Who wants constant diarrhea everyday and a sore bottom? I'm sorry if the previous statements I made were a little graphic but I don't believe in beating around the bush. I came on this site wondering if what I'm experiencing was the same as everyone else and found I'm not alone but no  one used the terminology as I did. I hope what I've said helps someone. God Bless You! Pray!,29,44
Garcinia,,35-44,6 months to less than 1 year,Weight loss,2015-04-30,4.333333333333333,5,4,4,"I have been taking it for 8 months now in conjunction with the juice and have lost 2 size dress since. yes. you do go to the bathroom quite a lot but it is a ""cleaner"".  very happy about it myself. Bought it through Forever living website.",13,31
Garcinia,,19-24,less than 1 month,Weight loss,2015-04-29,1,1,1,1,I took Garcinia Cambogia Extract for a week and it was the worse experience of my life. Awful abdominal pain. I am in the bathroom all of the time! Pretty sure I am going to the ER today because of how awful i feel. I stopped taking it 2 days ago and I still am having awful pain. ,21,28
Garcinia,Toni C,55-64,6 months to less than 1 year,Weight loss,2015-04-28,2,1,4,1,"My husband and I have both tried several brands that claim to be 100% pure with the 60% HCA.  It did not work for either of us. They were both advertised on the web claiming to be the best, purist, etc.  it is all a scam!  Do not waste your money on this!  I don't know who pays these people on YouTube and websites but I'm sure they are employees or something!  We are intelligent, educated adults and can't believe that we fell for this BULL.  Very sad these people are collecting hard earned money from people that are just trying to loose some weight.",29,37
Garcinia,,55-64,less than 1 month,Other,2015-04-28,1.6666666666666667,2,2,1,I DID LOOSE SOME WEIGHT 5 LBS IN TWO WEEKS  NOT EXACTLY THE AMT ADVERTIZED BUT IT DID HELP ME LOOSE WEIGHT HOWEVER.....I DID GET HEADACHES AND THE COST IS WAY MORE THAN ADVERTIZED  I STOPPED USING THE PRODUCT DUE TO CRAMPING AND HEADACHES..I DO NOT RECOMMEND IT..,6,6
Garcinia,,35-44,less than 1 month,Other,2015-04-28,5,5,5,5, I have been taking this for about a week and have already lost 7 pounds. I have not noticed any side effects and am truly satisfied with this product. I have recommended this product to several of my friends.,3,3
Garcinia,,25-34,less than 1 month,Weight loss,2015-04-23,2.3333333333333335,2,4,1,"I've tried this product twice since purchasing it.  The side effects are not worth the benefits.  I had nausea, restlessness, and awful headaches.  I won't be taking this anymore.   ",17,23
Garcinia,,45-54,less than 1 month,Weight loss,2015-04-21,3,3,5,1,I lost a couple pounds in a couple days.  That's ok if you want to be in the bathroom all the time.  I only took it for 2 days and have had this issue for a week. If I'm not better soon I may go see the doctor. I took purely inspired 100% pure w/green coffee America's #1 Selling.,13,19
Garcinia,Nell,65-74,less than 1 month,Obesity,2015-04-21,4.333333333333333,4,5,4,"I have only been taking it for 2 weeks so am waiting to measure its effectiveness!  I certainly feel less hungry and am full more quickly.  I take mine before lunch and before dinner.  I think that breakfast is more important.  I usually eat a very light breakfast anyway.  I now find that I am not ""starving"" at lunch time and not inclined to snack in the evening (I seldom eat dinner).",2,2
Garcinia,Sweetiepie,65-74,less than 1 month,Weight loss,2015-04-20,1.6666666666666667,1,3,1,"I did not start this when I received my shipment, because I was ill & on other medications.  Had to wait for about 1 month.  I took it for 19 days & developed severe dizziness & nausea.  Stopped & it took a few days for the dizziness to subside. I tried calling & explained my situation & was told the computers cannot do anything, since it was over 30 days.  When I asked for a manager, was told they do not talk on the phone!  Was given an address to send my complaint, was told no one would call me back!  What kind of a company is this!!  Does any one have a number I can call to get some satisfaction?   ",18,26
Garcinia,Nonna,55-64,less than 1 month,Obesity,2015-04-17,1,1,1,1,"I am 60 pounds overweight so naturally wanted to lose weight.  I thought Garcinia would ""jump start"" my diet.  It jump started alright!  Within 15 minutes I was having SEVERE stomach pain and spent the next 2 hours sitting on the toilet with diarrhea while throwing up in a trash can.  Never ever again!",2,2
Garcinia,,45-54,less than 1 month,Other,2015-04-15,1,1,1,1,"Scam, scam. Products bought by optimal health products. They will charge, charge, charge you. And they won't reimburse you.",2,2
Garcinia,gianitasha ,45-54,1 to 6 months,Weight loss,2015-04-14,4.333333333333333,3,5,5,"Have been taking  little over a month..does surpress appetite...noticed weight loss in face and stomach...gonna continue..started with gnc'sHNS garcinia cambogia extract which i like..also tried muscle tech platinum purchased at GNC not a favorite...recently started Betancourt essentials garcinia cambogia extract 500mg,60% so far i am pleased..no side effects so far purchased from the vitamin shop.",30,36
Garcinia,Mystic42,45-54,6 months to less than 1 year,Weight loss,2015-04-13,5,5,5,5,"In six months, I loss 35 pounds.  Feel so good.  No side effects, at all.",31,40
Garcinia,Kelly,25-34,,Weight loss,2015-04-11,1,1,1,1,"For the love of god, please tell us what product you are using as there are hundreds of garcinia cambogia supplements out there and they are not all created equal!",32,35
Garcinia,its a scam,25-34,less than 1 month,Weight loss,2015-04-09,1.3333333333333333,1,2,1,I've seen no results. I also noticed it took away the affectivness of my pain medication. Its a rip off to have to pay for shipping and then again to send the remaining 15days back.would not recommend this product its a scam.,18,23
Garcinia,BibiSister,35-44,1 to 6 months,Weight loss,2015-04-09,2,1,4,1,"This product caused me to have dizziness and migraine headaches.    I took it at the beginning of last year and started reporting âmysteriousâ migraine headaches to the Dr along with what seemed to be vertigo/nausea.   1 had 2 MRIâs  and vision test before it occurred to them to ask what kind of vitamins/supplements I had in my diet.  It does suppress your appetite, but Iâd rather be hungry than have a headache all day.   Tried it again this month thinking maybe it had been something else, same symptoms.  ",19,23
Garcinia,,,less than 1 month,Weight loss,2015-04-06,1,1,1,1,Ripe off the product actually costs over $260.00,11,18
Garcinia,,35-44,less than 1 month,,2015-04-06,1,1,1,1,Please be careful after taking 4 capsules my hair started to fall off and a week later I had a bold spot. I do not recommend this product at all,1,1
Garcinia,,19-24,less than 1 month,Weight loss,2015-04-06,1,1,1,1,"Me and my mother were in the hospital for a week getting our gallbladders removed because of this product. If you are feeling abdominal cramps, digestive problems, or really anything to do with your stomach- DO NOT TAKE THIS. our specialist said that he has removed 7 gallbladders in the last month due to this product. It literally shuts down your gallbladder, which in case you don't know- breaks down your food so you can digest it better. So now I don't have that which completely defeats the purpose of taking this for weight loss. Pretty sure I'm going to sue. ",38,44
Garcinia,,55-64,1 to 6 months,Weight loss,2015-04-02,3.6666666666666665,3,5,3,"Taking Garcinia with Green been once or twice a day per amount of food i consumed that day, helped me to reduce couple pounds extra vs not taking that with same daily regimen. I am getting back to it to see if it does the same thing.",3,8
Garcinia,,45-54,1 to 6 months,Obesity,2015-03-31,1.3333333333333333,1,2,1,didn't seem to have ANY effect at all - very disappointing,1,1
Garcinia,Krista C.,25-34,1 to 6 months,Weight loss,2015-03-30,3,2,5,2,"It may have led to some weight loss, or it could just be a natural fluctuation in my weight. Unfortunately, it upsets my stomach and I tend to misinterpret this discomfort as hunger and then I eat to try to feel better, which defeats the purpose of taking it.  Also, it does seem to cause mild headaches and insomnia.",12,17
Garcinia,YNK,45-54,less than 1 month,Weight loss,2015-03-22,2.6666666666666665,3,3,2,"I just started using this supplement but had to stop because of unpleasant side effects. I got insomnia and constipation. No weight loss so far. It slightly suppresses my appetite but I have not noticed any other significant benefits. I will give it another shot and start taking it in the morning, so it does not interfere with my sleep. I will also increase consumption of leafy vegetables in order to hopefully prevent constipation. If I experience the same adverse events, I will give it up for good. ",8,10
Garcinia,,65-74,1 to 6 months,Other,2015-03-19,4.666666666666667,4,5,5,I have lost 12 lbs in two months. No side effects at all.  It has curbed my appetite especially in the evening. Very pleased with this product.,4,4
Garcinia,myself,55-64,1 to 6 months,Weight loss,2015-03-16,4,3,5,4,Taken once daily has suppressed appetite. No other effects. Clothes are looser.,18,22
Garcinia,Not impressed ,19-24,less than 1 month,Weight loss,2015-03-15,1.6666666666666667,1,3,1,"I got the purely inspired and the first day taking them I had bad stomach aches and thought it was cause my body was new to the pills. So I tryed them again the second day and they caused me to throw up, have to go to the bathroom like crazy, and severe stomach pain. I ended up being extremely tired and stopped taking them. It may work for some people but they really didn't do well with my body. ",21,22
Garcinia,,55-64,1 to less than 2 years,Other,2015-03-14,2.3333333333333335,1,5,1,"Rather than help with wt. loss, and elimination, I  believe it has aggravated my Blood Pressure, which I  never had any trouble with prior. I can't find any clinical evidence to back this, but it's the only thing I am doing different.",4,5
Garcinia,Garcinia Cambogia/Biogen,45-54,less than 1 month,Weight loss,2015-03-14,2.3333333333333335,1,5,1,Huge hair loss.  ,10,10
Garcinia,Aysa,25-34,1 to 6 months,Weight loss,2015-03-11,2.3333333333333335,1,5,1,"Gained 6 lbs the first week, 15 lbs by the third week. Called to cancel  and they would  transfer  me to a voice mail saying theywill call beack, called every day for a week, no call back and still charging my accout  $200 a month.  Stopped  taking this drug and 3 months later I'm almost back to my normal weight but still getting money  withdrawn  oit of my account and haven't even had any pills sent since the first delivery. It's a scam",33,38
Garcinia,,55-64,1 to 6 months,Weight loss,2015-03-10,2.3333333333333335,1,5,1,Have not seen any weight loss.  Are on my second container.  Serious hair loss.,15,18
Garcinia,,45-54,less than 1 month,Other,2015-03-09,4.666666666666667,4,5,5,,1,2
Garcinia,scrappychic2102,55-64,6 months to less than 1 year,Weight loss,2015-03-06,5,5,5,5,"A friend gave me some garcinia cambogia so I thought why not give it a try. In conjunction with following Prevention's Flat Belly Diet I lost 60 lbs in 1 year & have kept it off, using the cambogia the last 4-5 months in 12 week increments. I noticed that I have been majorly less hungry between my 400 calorie meals (eating every 4 hours). I think it really made a difference on holidays as far as feeling full after meals. I take the Nature's Science brand 60% HCA-1556 mg/tab 2-3 times per day, routinely before breakfast & early dinner.",19,23
Garcinia,REAL RESULTS,35-44,1 to 6 months,Weight loss,2015-03-05,5,5,5,5,"Started EXERCISE and diet modification on 1/19/15 along with 50% HCA. Noticed quick results then a slight taper, but still decreasing weekly. Started at 238lbs, today 3/5/15 I am 204.3. Slower but positive results for my wife as well, then an increase in weekly loss after 1 month. Stick with this for 2-3 months before giving bad reviews. All positive fat loss will not show on the scale, but your clothing will thank you. Dont wait to commit to hours in the gym. We exercise 15-20 minutes at night and 10-15 minutes in the morning 4-6 times weekly, who does not have that amount of time to be healthier, sexier and happier. If you cant find time to exercise in the morning at least play music while dressing and dance a few steps when you can, every little bit matters. You didnt gain the lbs in chunks dont expect to lose it in chunks. Anxious about posting before and after pics in another month or two on social media. I used Omega Soul 50% HCA from Amazon, ready to switch to 80% now for final kick.Remember a salad should look like a salad not a sandwhich without bread. Kale leaves and redleaf lettuce,carrots,cucumbers,tomato,celery and lite dressing(for lunch). NO meat,cheese, and crakers with salad. Reasonable breakfast(oatmeal,special K,or boiled eggs) and dinner(baked foods like fish or chicken) and ALWAYS a green veggie. protein bars(130-170 calorie) between meals with water.",50,54
Garcinia,DJ,65-74,,Obesity,2015-03-05,1,1,1,1,When I started taking this product my heart starting racing.  It scared me and I quit taking it right away. I don't remember what brand it was. It has been awhile since I took it and I threw it away when my heart started racing.    ,2,3
Garcinia,ethwinnia,45-54,6 months to less than 1 year,Weight loss,2015-03-04,5,5,5,5,Lost 75 pounds in 9 months.,8,11
Garcinia,disatisfied2,45-54,1 to 6 months,Weight loss,2015-02-28,2.3333333333333335,1,5,1,"My usage of this product, has yielded none of the advertised results.  have even cut down on some of my eating to assist in the process of weight-loss, but my results with the product, and then without, have shown absolutely no difference.  The product is a useless expenditure in my opinion, and I will never use it again!",6,7
Garcinia,Eva,65-74,1 to 6 months,Obesity,2015-02-28,5,5,5,5,This product has done wonders for me but I am concerned about how long I can take it without damaging side affects. So far I have been taking it for over 3 months. Should I continue?,1,1
Garcinia,,25-34,,Weight loss,2015-02-27,3.3333333333333335,3,3,4,"Well it worked for me today is 2/27/2015  and i started using  this past Sunday so in 4 days...I measured yesterday and lost 2 inches off my waist and my hips! Maybe just few stomache aches but went away when drank more water. But I have been taking green coffee as well since I read reviews of people losing weight with it, and I am using Wal-Mart brand PURELY INSPIRED! BOTH same brands. I was exercising last few weeks on and off but since I started I havent!.. ",5,8
Garcinia,doctor ,45-54,1 to 6 months,Weight loss,2015-02-26,1,1,1,1,It's scam don't waste your money did nothing did not lose we the sad part is they had dr including dr Oz recommend the product I tried to get refund 3 weeks later could not don't buy it take my advice I am a doctor,12,21
Garcinia,shara,19-24,,Weight loss,2015-02-25,1.6666666666666667,1,3,1,"Brought the pills from Walmart. Took 2 directed, after about 2 hours I started having stomach pains. First dose, first try, will not be taking these again. A waste of 8.00",7,9
Garcinia,DanielleB,25-34,less than 1 month,Weight loss,2015-02-24,2,2,2,2,"I started taking Garcinia about a week and a half ago, and I'm starting to get extreme side effects, from blinding migraines,  to throwing up and also fetal position pains in my tummy!!! Do these side effects pass??",8,8
Garcinia,,19-24,1 to 6 months,Weight loss,2015-02-18,1.6666666666666667,1,3,1,"I'm not ""overweight"", ok well wasn't. I started taking garcinia about Oct of 2014... I have never in my life gained so much weight in 4 months. i have gained 20lbs. i dont eat alot the way it is, & this pill made it worse!!!",15,16
Garcinia,,35-44,1 to 6 months,Other,2015-02-12,1.3333333333333333,1,2,1,not happy with this company. they took money out of my account with out permission. they will not refund my money. very disappointed.,2,3
Garcinia,Chrissy,55-64,less than 1 month,Weight loss,2015-02-12,5,5,5,5,"I had an experience where I put on about 15lbs real quick. I am small and weighed 113 and jump to 128. I like to walk 3 miles weather permitting but I was still gaining.. I went up to 131 when I started these and I was eating very healthy. Lots of veges and fruits and chicken. Cereal,egg, or yogurt and berries for breakfast. I still  was not losing with the these, but then was told to amp up my activities, more strength work so I did and to drink lots and lots of water..... It worked and I am down to 119 after a month. It seems to help rebuild my metabolism.    ",19,23
Garcinia,G,45-54,1 to 6 months,Weight loss,2015-02-11,4.666666666666667,5,5,4,Hi   This has helped me loose a few kilos however after 3 months i find my skin has become very sensitive and i get itching and swelling on my hands and feet.My eye and lip have also reacted recently almost like an allergy type of swelling.   It seems related to the product and the swelling occurs where there is friction with the skin.   I haven't been able to find much on side effects of this product.,25,28
Garcinia,,,,Weight loss,2015-02-10,4,4,4,4,,2,4
Garcinia,1234 Garcinia Cambogia,45-54,1 to 6 months,Weight loss,2015-02-08,2,1,4,1,"I was excited about using this product and it's claims. I recently seemed to have gained 12 lbs effortlessly. So I started exercising and watching what I eat. It's been one month and NO RESULTS!! I called the support line that advised me to cut out all starchy carbs, and really limit my calories. She actually told me to not eat broccoli or any grains. I was a bit stunned to hear that. So I started questioning in my mind, what is the point if all this. Why take this supplement when they're advising to basically follow a low carb diet, which by itself can result in weight loss. Why take a supplement on top of that. Bottom line, it doesn't work unless you follow a strict regimen. You just simply have to decide to stop eating any processed crap, exercise regularly and don't expect the lbs to come off so quickly, be patient and stick with it. Don't stop going to the gym, don't give up and forget Garcinia Cambogia.",37,43
Garcinia,Marcie ,25-34,1 to less than 2 years,Weight loss,2015-02-06,1.3333333333333333,1,2,1,"Please be careful with this product. I took this product for a week and i begin having stomach pain, nausea, and i ended up passing out.    ",31,33
Garcinia,Happy123,25-34,less than 1 month,Weight loss,2015-02-05,5,5,5,5,I take 4 pills three times a day and has worked wonders I have sheared 15 lbs in 2 weeks. I'm loving this product and I motivates me to lose more weight. I am on a strict diet as well of a protein shake and veggies. The occasional meal here and there but I'm watching carbs and calories. I also walk A TON at work so I call that my exercise lol ,12,19
Garcinia,pamsahoot,45-54,less than 1 month,Weight loss,2015-02-04,1,1,1,1,I haven't tried it yet. I just wanted to warm people that your 14 day Free trial starts the day you order it. Not the day you receive it. So you will be charged $90 2 wks after your order.....,52,53
Garcinia,,13-18,1 to 6 months,Obesity,2015-02-02,3.3333333333333335,3,3,4,"I am using these and they do make my stomach hurt if I do not eat with in an hour of taking the first one and they do seem to be helping me with my hunger though, I haven't been eating as much as I used to.",1,1
Garcinia,,35-44,less than 1 month,Weight loss,2015-02-02,1,1,1,1,"DO NOT BUY THIS. They will lure you with 5 dollar trial, then automatically send you another bottle and charge 79 dollars out of your account. I called and cancelled but couldn't get my money back until I returned all the product. THEN, after having been cancelled for 2 months, another 50 dollars was charged to my account. Got it reversed and had to cancel my card so they couldn't do this again. SCAM.",47,52
Garcinia,Sg Ng,45-54,1 to 6 months,Other,2015-01-27,1,1,1,1,"Painfull muscle cramps in legs, arms & back  very nervous energy, almost to the verge of anger or explosive",4,5
Garcinia,chywly,45-54,1 to 6 months,,2015-01-26,2,1,4,1,"Garcinia Cambogia is totally ineffective!! Better to make a healthy smoothie. ALSO, BEWARE if you are buying from Pure Garcinia Cambogia in Sun Valley, CA . They will double bill you, refuse to acknowledge cancellation and create a credit billing nightmare!!I'm still dealing with my BANK. BEWARE!The company is not listed in the dropdown box I needed to select below. Other firms may be legit but the product didn't work for me.",1,1
Garcinia,Itchy_Anna,19-24,less than 1 month,Weight loss,2015-01-26,2.6666666666666665,2,4,2,"I've only been taking purely inspired's garcinia cambogia for 2 days and I've gotten a skin rash. No other side effects, but it's definitely an allergic reaction. Maybe it's the brand, or maybe it's the drug itself, I'm not sure. I'm disappointed, and itchy. ",27,29
Garcinia,Cat,35-44,less than 1 month,Weight loss,2015-01-26,1,1,1,1,I bought a bottle of this product and actually took less than the advised amount listed in the directions of the bottle. i took one pill as opposed to the three that the bottle directions said. I ended up passing out about thirty minutes after that. Do not take this product. It is dangerous.,29,33
Garcinia,JT,55-64,2 to less than 5 years,Weight loss,2015-01-25,5,5,5,5,I only take one dose a day. This supplement works for me. ,16,19
Garcinia,Staci Darlene,25-34,6 months to less than 1 year,,2015-01-24,4.333333333333333,5,4,4,"I began using Garcinia Cambogia along with BCAA (branch chain amino acids) for my workouts and noticed a body transformation after three months of use. More definition and inches lost. Using this you've got to be consistent with your dosages. I found using Garcinia helped in the definition of my muscles because of the decrease in fat mass. My fat mass was at 83lb/body weight(174lbs.) and now is 50lb/body weight (164lbs)which means I'm 114lbs of muscles of the 164lbs at 5'8"".  I'm still using this product. The price is reasonable you can get 2 for the price of 1 bottle or 3 for 1 off of groupon; it's better (more cost effective) then getting it from a health food store.   I'm happy with my results. Work hard, workout hard, and work with what you got!",1,1
