source,author_name,age_range,time_on_treatment,condition,review_date,overall_rating,effectiveness,ease_of_use,satisfaction,review_text,helpful_votes,total_votes
Chanca Piedra,HBV carrier,25-34,less than 1 month,,2012-10-01,5,5,5,5,after only 1 month my HBV DNA went from 7500 UI to only 20 UI.,9,9
Chanca Piedra,odes,25-34,1 to 6 months,Other,2012-09-15,5,5,5,5,Chanca piedra is the best natural herbal medicine for all illness specially for thyroid and viral infection coz me i have hepe b now i'm free for this illness. ,17,17
Chanca Piedra,ians5744,55-64,1 to 6 months,Other,2012-09-12,5,5,5,5,3 months ago I had to go by ambulance to the hospital because I had a 6mm stone stuck 1 inch above the bladder. The 3 stones have been in my kidneys for 6 years now and they were 9mm 6mm and 4mm. The 6mm decided it wanted to leave and that started the problems. I started taking the stone breaker 3 times a day and when I went back to the doctor 3 months later as that is how long it took to get in to see the doctor the xray showed nothing was there. So the doctor order another xray a cat scan this time as it is more accurate. I went today and the results were the 6mm is gone and the 9mm and 4mm that were left in the kidneys are now only a few pieces that are 2-3mm in size. This worked better than I ever thought it would as I was just hoping it would get ride of the one 6mm stuck just outside the bladder. I am going to order more and take it for the next year as that is when I am to go back to the doctor and see if it gets rid of the 2-3mm pieces that are left. I would recommend this product to anyone with kidney stones and if you don't see results at first just keep taking it as it may take longer for different people as there stones may be different.,115,116
Chanca Piedra,DMeister,35-44,less than 1 month,Other,2011-11-29,4.333333333333333,5,3,5,An ultrasound revealed I had a kidney stone and was advised it would pass within a week. Researched and found chanca piedra and started taking 3 times a day as noted on bottle. CT scan a week later showed kidney stone was completely gone. It had passed and I didn't have a clue when it did. I plan to incorporate this into my diet as a preventative measure. I did have trouble with the liquid form (30-40 drops per one glass of water) as it had a strong celery smell and taste. I will definitely switch to pill form!,80,82
Chanca Piedra,,45-54,2 to less than 5 years,Other,2011-11-28,5,5,5,5,i tried this just for prostate maintenance...my riends told me that it was good for this. the surprising thing was that it really took care of my gas problems...top and below...i feel so relieved.,44,46
Chanca Piedra,,55-64,less than 1 month,Other,2011-10-15,1,1,1,1,Bad cramps and vivid dreams.,14,39
Chanca Piedra,MLH,55-64,less than 1 month,Other,2011-10-01,5,5,5,5,I AM TAKING CHANCE PIEDRA FOR GOUT AND IT IS VERY EFFECTIVE WITHOUT THE HARMFUL SIDE  AFFECTS OF THE PRESCRIPTION DRUGS. I HAD DEVELOPED CHRONIC GOUT AND HAVE NOT HAD ANY SYMPTOMS SINCE I STATRED THE TREATMENT.,59,62
Chanca Piedra,deedee,45-54,1 to 6 months,Other,2011-08-09,5,5,5,5,I'v been taking it for gallstones have been taking for 4 months. No side effects whatsoever no gallstone pain. ,88,91
Chanca Piedra,Chanca User,35-44,1 to 6 months,Other,2010-09-07,4.333333333333333,5,3,5,"I was using chanca piedra for kidney stones for about a month. It worked for me. But there are some problems I need to share. Right after I drink the tea, I start feeling very tired and sleepy. Long term usage would result in tiredness and fatigue.  The tea should not be used by people whose diet is low in fat and carbs!",93,101
Chanca Piedra,,,1 to less than 2 years,Other,2010-02-17,5,5,5,5,"I took Chanca Piedra with another herb  Hercampuri, to treat Acid Reflux. It improved my condition within 2 months, but since it recurred occasionally I was advised to continue it for a year.     At the end of six months the acid reflux was gone. An unexpected benefit was the elimination of moderate/severe eczema that I had had for over 30 years! I stopped taking the extremely strong topical steroids and have not gone back, it has been almost 2 years since.     These herbs are wonderful. I had no side effects. I continued the treatment for another year as I reintroduced foods that formerly I had sensitivity to. I have tiny patches of eczema that have occasionally recurred when I indulge heavily in nuts or tomatoes. Nothing like what I had before.",89,93
Chanca Piedra,,25-34,less than 1 month,Other,2010-02-07,5,5,5,5,"I am 26 and had my first kidney stone this week.  I was advised to purchase this after the traditional medication was not easing my suffering.  This could be a coincidence, but after 12 hours the pain was gone.  I still have not expelled the stone after 2 days of use, but my energy level has returned.  I am feeling like myself again!",85,88
Chanca Piedra,,55-64,6 months to less than 1 year,Other,2009-12-09,5,5,5,5,"I have suffered from Kidney Stones for most of my life. The most I have had at one time is 8. Needless to say this condition has had a significant impact on my life. I can not work when I have multiple stones and the pain is beyond words. I have spent up to a month waiting for a stone to pass. Also I have had several surgeries to remove the stone/stones at a considerable expense. The recovery from a kidney stone operation is dreadful with lots of pain and bleading. A friend sent me an article on Chanca Piedra (Phyllanthus niruri). I immediately purchased some in a capsule form 500 mg. I take it three times a day. Since taking this herbal supplement I have not had any kidney stones, when in the past I would get at least one every two months. I highly recommend that people try this herbal supplement if they suffer from kidney stones. It can be purchased at most local herbal shops or on line. It has worked for me.",191,196
Ashwagandha,Freddy,35-44,less than 1 month,Other,2024-11-07,4.666666666666667,5,4,5,"I've been incorporating Nutraharmony's Sea Moss supplement with Ashwagandha into my daily routine for the past month, and I'm satisfied with the results overall. It provides a convenient way to boost my overall health, and the combination of sea moss and ashwagandha has noticeably enhanced my energy levels and reduced my stress.",1,1
Ashwagandha,Parker,25-34,,Other,2024-11-07,4.333333333333333,4,4,5,"Nutraharmony's Sea Moss supplement with Ashwagandha has become my go-to addition to my wellness regimen. The blend of sea moss and ashwagandha packs a powerful punch of nutrients and adaptogens, supporting my immune system and helping me manage everyday stress. Plus, the capsules are easy to swallow. Two thumbs up from me!",1,1
Ashwagandha,stay2day,45-54,less than 1 month,Other,2024-11-02,2.6666666666666665,2,4,2,I was really excited to use this product unfortunately it made me extremely sick it does not help you sleep it does not help you brain function it does not help you with anxiety. A waste of money!,0,0
Ashwagandha,Felicia Slater,35-44,6 months to less than 1 year,Other,2024-10-30,4.666666666666667,5,4,5,"Nutraharmony's Sea Moss with Ashwagandha is a comprehensive supplement. I've experienced improved digestion and a noticeable boost in my immune system since starting this product. It's become an essential part of my self-care routine, supporting both my physical and mental well-being.",0,0
Ashwagandha,Herbiotics ,19-24,6 months to less than 1 year,Other,2024-10-18,4,4,5,3,I used it for 3 months and the benefits that i got were all the same just like others. after 3 months i considered using again of these capsules 400mg but this time i was getting diarrhea . now currently i am having stomach upset. if i drink some water or any fluid there is some discomfort in my abdominal region.  why is that and what should i do ? ,0,0
Ashwagandha,Helen,45-54,less than 1 month,Other,2024-10-10,5,5,5,5,"I am a lot calmer than usual, sleep a lot better.  Use to wake up at 2am and can't sleep after that but no more!! Fantastic product!",0,0
Ashwagandha,balance,65-74,less than 1 month,Sleep,2024-09-27,3,3,3,3,bought the drops hoping they were going to help me sleep but they don't so I was very disappointed,0,0
Ashwagandha,Ebeats99@aol.co,45-54,1 to 6 months,Other,2024-09-24,4,4,4,4,I work out and run.  I take supplements to test thier effect on my body.  I was taking ashwagandha powder and mixing it with my chai tea it was about 400 milligrams and it felt more vitality and a lot stronger after my runs. I am now switching to capsule form. I will try to keep it to 400 to 800 miligrams.  No side effects.  I just always make sure I drink it with tea or something warm.,0,0
Ashwagandha,Gursh,35-44,less than 1 month,Other,2024-09-13,3.3333333333333335,3,4,3,"I have been taking small tablets every now and then. These were given to me by an Indian friend, and I don't know what quantity of Ashvagandha they contain. I noticed I sleep like a baby after taking these but still wake up very tired even after 9 hours sleep. Although my experience has been alright, after reading these concerning reviews I will stop taking it. ",0,0
Ashwagandha,Sandy Steve,55-64,5 to less than 10 years,Back pain,2024-09-05,4,3,5,4,"I have been taking Ashwagandha for 5 years now and do need to caution how important dosage with this supplement.  I have been taking 900mg for years, and my store was selling 4500mg and decided to try.  I have been taking the 4500mg for 3 weeks now, and I have seen two interactions that I wanted to share.  I have seen the anxiety reported, and also sudden profuse sweating.  I have returned to the 900mg.",0,0
Ashwagandha,Betsy,65-74,1 to 6 months,Other,2024-08-25,5,5,5,5,"I have a sadness in my life which was controlling me, I was crying everyday.after the second day dosing, I felt better. 1 month later, I'm not crying at all. My issue can't resolve but I feel so much better. I can go on now in my life!",0,0
Ashwagandha,Vanessa ,13-18,less than 1 month,Other,2024-08-22,2,2,2,2,"My daughter15,  took ashwagandha gummies and within days started.to have severe anxiety, paranoia and hallucinations., I had to hospitalize her after taking her to the emergency room. These herbs should all.have a large warning label. Please spread awareness. The dangers of
Ashwagandha. This herb works on the serotonin receptors of the brain and can also suppress serotonin levels causing severe alterations in mentation.",0,0
Ashwagandha,Lee,35-44,1 to 6 months,Other,2024-08-04,3.6666666666666665,5,5,1,I have severe anxiety and recently diagnosed with a thyroid issue. I am stressed daily and this was recommended. My stress levels improved but I was unaware that it had major side effects with anxiety and thyroid medication. This landed me in the ER with a blood pressure of 60/45 and feeling awful. I also started to have migraines which again because it was all natural I chalked it up to stress. I believe it's also made me not interested in the things I once was and asked my doctor to put me on an antidepressant due to it. After reading both good and bad reviews I'm chalking it up to the Ashwagandha. I'm taking a break from it to see if symptoms improve.,0,0
Ashwagandha,ST,35-44,less than 1 month,Other,2024-07-21,3.3333333333333335,3,4,3,"-Brand: LadrÃ´me Ashwagandha Bio (tincture)
-Dose they recommend: Daily max. 50 drops, or 1.31 g of extract (1310 mg)
-Dose I used: Started with 15-20 drops twice a day, reduced to 5-8 drops once a day.
-Reasons for taking the tincture: Hormonal imbalance, anxiety, insomnia, to boost the immune system.
-My experience so far: The first days I took about 15-20 drops twice a day. My anxiety seemed to worsten about an hour after taking the tincture, this would luckily slowly fade away but I did feel foggy, a bit numbed and depressed and nauseous throughout the day (I almost never get nauseous, so this was strange to me). Positive thing was that I did sleep like a baby but the downside was that I had a really hard time getting out of bed in the mornings. 
So after a few days I decided tot lower the dosage to about 10 drops twice a day. The foggy and numbed feeling stayed and made me feel insecure about my daily tasks so I decided to only take the tincture before bedtime. The deep sleep was wonderful, but I kept feeling so tired in the morning, it took me hours to feel a bit alert and I didn't like the light feeling of nausea that I remained as well, so again I lowered the dosage to only 5-8 drops once a day (before sleep). 
This seemed to work for me, as I was sleeping alright (not as deep as with the higher dosage though). I didn't feel nauseous, although it did still reduce my appetite and my anxiety and feelings of light depression would fade as well. I seemed to function fine during the day and my symptoms of PMS seemed to decrease. In general I felt good with this dosage. Especially because it seemed to balance my hormones (no mood swings, no swollen glands before my period, no increased susceptibility to allergy). 
In the description of this tincture it says to stop using it after three weeks. I decided to stop for 2-3 weeks (reducing the dosage to only 3 drops the last 3 days). After this pause I will start again with the dosage of max 8 drops a day before sleep and see how that goes. At this moment I have stopped taking the tincture for four days and didn't notice any big withdrawal symptoms. Although unfortunately I do have some trouble with sleeping again. Because there are so many warnings about this plant medicine, along with soms really bad experiences, I'm rather careful with using it. The way it made me feel in the beginning also made me cautious.",0,0
Ashwagandha,Iconic Noboddy,65-74,less than 1 month,Other,2024-07-15,4,4,4,4,"Presently I'm taking one 1500mg capsule with a mid-morning meal. This is down from the three capsules daily (one after meals, and at bedtime). With one capsule I have a quiet mind and a calm demeanor with virtually no scattershot thoughts getting through. Any more than one capsule will make you feel suppressed, not advisable for sleep, imo.",0,0
Ashwagandha,Dad,55-64,1 to less than 2 years,Other,2024-07-02,5,5,5,5,"It works amazing! It took a few weeks take effect, but definitely works for me! I feel so much better, and I only take 500 mg a day.  ",0,1
Ashwagandha,Angela  G,55-64,1 to 6 months,Other,2024-06-29,5,5,5,5,I have a lifetime of difficulty falling asleep and this has made me able to fall sleep regularly.,1,1
Ashwagandha,Jubilee,35-44,less than 1 month,Other,2024-06-12,1.3333333333333333,1,2,1,"I only took it two different times in small doses, a fraction of a capsule. Did not feel any good effects on low dosage. But saw things moving like an LSD trip. Freaked me out both times I took it so I stopped.",1,1
Ashwagandha,Cammi,55-64,less than 1 month,Other,2024-06-05,1,1,1,1,Unfortunately this product gave me violent diarrhea & vomiting. I  believe the recommended dose is way to high 6000mg. I followed the dose 1 a day......this was the first & last time I will try Jamieson products.The recommended dose is 250mg NOT 6000....very bad product. Thankyou ,0,1
Ashwagandha,Viola,35-44,1 to 6 months,Other,2024-06-04,4.333333333333333,4,4,5,"Nutraharmony's Sea Moss with Ashwagandha has become an integral part of my wellness routine, providing me with a natural energy boost and promoting a sense of calm and clarity. I love that it's all-natural and free from any artificial additives.",1,1
Ashwagandha,AndySue,65-74,1 to 6 months,Other,2024-06-04,4,4,4,4,"It's difficult to get anti-anxiety medications because the doctors are leery of addiction, abuse, etc .I get it, but what is one supposed to do when anxiety occurs?  So, I decided to try ashwagandha/l-theanine combo tablets. Wow, I couldn't believe how calm they made me feel. I was able to think straight in the face of highly-charged situations, and I just had a general sense of well-being that I hadn't felt in a many years. The tablets helped my husband, too. However, we are afraid of taking any supplents long-term because they all have eventual side effects. And since our bodies will adapt to them over time, won't we need to take a larger and larger doses?  It's scary. So, we've decided to take the pills ""as needed."" ",1,1
Ashwagandha,Robin,55-64,6 months to less than 1 year,Sleep,2024-05-31,1.6666666666666667,1,3,1,I ended up in the hospital very sick from using ashwaganda - I was diagnosed with a Drug-induced Liver Injury from it.  I highly recommend you do your research as the contents of these herbal supplements is not regulated & no telling whatâs in them.  ,0,1
Ashwagandha,Carlo,55-64,less than 1 month,Pain,2024-05-22,2,1,4,1,"Ashwagandha lowered blood pressure, but caused awful acid reflux and strange shooting pains in my joints.  Seems like a powerful but risky supplement. Tried it twice (KSM-66). ",0,1
Ashwagandha,Billy,55-64,1 to 6 months,Other,2024-05-17,2.6666666666666665,1,2,5,"Took 1 tablet a day for 6 weeks no problem . Felt a little more energised than normal. 
I then took a 6 week break before starting on the 1 tablet a day again .
I have become totally intolerant to the stuff .
It now gives me  heavy vomiting and the squits. Within a few hours of taking 1 tablet I can only liken it to food poisioning Symptoms.",1,1
Ashwagandha,Patrick C,35-44,,Other,2024-05-16,4,4,4,4,"Morning Kick by Roundhouse Provisions has given a real boost to my metabolism and helped reduce inflammation, thanks to the ashwagandha. It's improved my digestive health and helped me start my day on a strong note. The anti-inflammatory properties are a huge plus after a long day of physical work.",1,1
Ashwagandha,,25-34,1 to 6 months,Other,2024-05-13,2,1,4,1,"My endocrinologist recommended âashwagandaâ To âlowerâ my cortisol levels which were high. He wanted me to take 3 of the Gaia Ashwaganda gummies so that is 1,800mg. Every day for 3 months. I started in February. The second week of April, I noticed some âgastrointestinalâ issues I had random nausea throughout that week. My appetite was disappearing and then the weekend of April 12. I had the most random panic attack. I have not had panic attacks in YEARS! And then thatâs when I started noticing heightening anxiety now I do have anxiety, but this was different. This was more intrusive anxiety! That Monday 4/15 I woke up SICK like if I was poisoned. Aggressive vomiting, nausea, shakes, elevated heart rate, feeling like my blood sugar was crashing. This was how I was that Monday though 4/19. I went to the ER because I didnât eat that week, I honestly felt like I was dying & my anxiety was the worse itâs been like it was just 24/7 & intrusive at that point. The ER told me I was severely dehydrated & kept monitoring my heart. I tried to convince him that maybe this was just all anxiety related, but they disagreed. They were concerned about my stomach and the symptoms I was experiencing they had to put me on a few IV bags. They didnât want to release me, but they wanted to see how I felt at home after medicating me and putting me on the IVs. But they did tell me to stop the supplement! I didnât think anything of it at the time I was like itâs a natural supplement shouldnât be an issue, but I was wrong. Unfortunately there is withdrawal symptoms and they can last weeks longer from all the thorough research. I have been doing thorough research has brought to my knowledge that this supplement is very toxic. Iâm not the only one who  has experienced these issues! Itâs been almost a month since I stopped to supplement and I am still dealing with crippling intrusive anxiety. Itâs there every day I still have a very sensitive stomach. I am not depressed, but I just feel like Iâve lost desire and the things that I love and in my own work! I am a full time entrepreneur so imagine how I feel! Heart always seems elevated, I get fainty a lot. Iâm tired all the time & do not feel like myself which makes me feel hopeless. I am stressing if my brain will ever bounce back from thisâ¦ it did lower my cortisol levels but the as it worth it? NO. I did check my thyroid, my vitamin d, copper levels (ashwaganda contains copper), magnesium everything came back normal. Ashwaganda just really affected me :( STAY AWAY FROM IT. ",1,1
Ashwagandha,Force Factor ,65-74,1 to 6 months,Other,2024-05-09,3.6666666666666665,3,4,4,"I'm taking 722 mg and as much as twice that at times a day.Seems to calm me down .Don t understand all the vomiting comments.I have no stomach issues.
",1,1
Ashwagandha,ecoast,45-54,less than 1 month,Other,2024-04-28,3,2,5,2,"I was taking 500mg twice a day, first thing in the morning and an hour before bed.  I was sleeping ok anyway but I think it helped.  The negative effects for me were significant sleepiness in the mid afternoon and then I noticed that I didnât feel inspired about anything anymore.  This bordered depression and I almost understand the comments from others about suicidal thoughts, when you feel like nothing excites you anymore.  Iâve stopped using it regularly but might just use it as a sleep aid occasionally.  I think it works, but one needs to be careful with it.",1,1
Ashwagandha,TinglyToes,65-74,less than 1 month,Other,2024-04-18,2.3333333333333335,1,5,1,"I always read the reviews at WebMD with a grain of salt. People are as different as the colors of a rainbow. Everyone's experience will be different according to their personal chemistry and the things they eat and so on. So it was that I thought about trying this ashwagandha with an open mind, as it claims to reduce stress and improve sleep. Of course, coming to WebMD, I checked out what people were saying both positive and negative. I remembered people reporting that they would have strange dreams and suicidal thoughts.

So it was very disturbing to me that the very first time I used it to calm down after I had a rather stressful day, in the middle of the night I woke up having a rather vivid and unusual dream. After waking up but still in bed, I thought of what might happen if something terrible happened and my mind got around to thinking of suicide! I don't think that way, so it stood out in my mind and then I remembered the reviews of ashwagandha that reported these very same symptoms!

It was just too much of a coincidence for me to write it off.  Coming back here, my memory was verified. In my older years, I've been checking out various supplements. Some of them are quite good! But it's very few that comes with a warning about these things and I just wanted to add my name to a list of people having these symptoms. 

I'm not saying this product might not work for everyone. Everyone's chemistry is different and it's possible that there are people who might gain benefit from this. I'm not one of them! I'm simply not taking this again to find out if things ""smooth out"" or anything like that! I'm passing along my experience and throwing this bottle out!",0,1
Ashwagandha,Natures truth,65-74,1 to 6 months,Sleep,2024-04-05,1.3333333333333333,1,2,1,My liver end spleen doubled in size! ,1,1
Ashwagandha,Message.,19-24,,Other,2024-03-30,5,5,5,5,,1,1
Ashwagandha,Nothing ,,less than 1 month,Other,2024-03-27,3.6666666666666665,4,3,4,I took powder ashwagandha from a month  because I had anxiety disorder . At the beginning it was very hard as I felt vomiting and stomach issues but later on I changed my routine. I started taking after meals so there was no any issues about vomiting and stomach. I am feeling better as everyone said it is too early to say results but I was not able to sleep well now I can do better ,1,1
Ashwagandha,cookiecrumbler,,less than 1 month,Other,2024-03-26,5,5,5,5,"I have has insomnia since i weaned myself off of zanex in 2020. Tuning forks and vibrational tuning energy has help a lot so I am not staring at the ceiling for hours, and so has castor oil packs - deeper sleep even in just the two to three hours window of my first hours before I wake up - I then am awake for 2-3 on and off and then can get back to sleep after that time.   

I read about ashwagandha ""Powder"" helping with sleep and I so happen to have some on my shelf (old but okay) - have my on supplement store in my house - lol - due to my mom's way of raising us)  so I thought I would give it a go.  WOW - amazing!!! - I slept most of the night - waking on and off, but going RIGHT BACK TO SLEEP!!! - This is what I fight every night and is HUGE for me and the last 3+ years of trying to find something that would help me sleep and sleep through my hot flashes instead of wake me up. 

So I took it two night and it was GREAT!, but I do feel sluggish in the morning - kind of drugged feeling. Then forgot for a couple of nights - and back to the waking up hours in the middle of my sleep. Then remembered again - and took the last two nights - and bam - sleeping through the night with waking up, but very easily getting back to sleep instead of tossing and turning for hours. For me this is a miracle - It is Jarrow which is a good brand from my experiences, and it is a powder not a capsule and tablets are terrible -hard and hard to ger broken down and used - also more crap in tablets usually. Will keeep taking - will have to see if it wear off over a few months.  I have taken vitamins my WHOLE LIFE - as my mom was into health and we were raised that way starting in the 50's and 60's- she was reading and listening to nutritionists ",1,1
Ashwagandha,Amanda,25-34,1 to 6 months,Other,2024-03-22,4.333333333333333,4,5,4,"I was actually using the Ashwagandha in NUTRAHARMONY's complex, Irish Sea Moss supplement with Ashwagandha 1000 mg. I have to tell you, the results were not very fast to appear. Maybe it's just my experience. But in 2-3 months, I felt less anxious and more energized throughout the day, and my husband noticed that I slept much better at night. I used to talk at night and be low in mood for months post-COVID.  Overall, my experience with the supplement is positive. Hope they make it into liquid drops sometime.",1,1
Ashwagandha,Shelby,55-64,less than 1 month,Other,2024-03-19,1,1,1,1,I took two capsules for the first use and my stomach aches and totally sick on my stomach. I am unable to sleep. Ashwamag is a terrible supplement. Shouldâve read reviews before this purchase. What an expensive waste. ,1,1
Ashwagandha,M,45-54,less than 1 month,Sleep,2024-03-15,1,1,1,1,Only took one and woke at midnight to non stopping vomiting for about 5 hours. Never taking it again,1,1
Ashwagandha,JJK,55-64,less than 1 month,Other,2024-02-18,4.666666666666667,4,5,5,"The supplement industry is highly unregulated so beware where and what you buy.  I could imagine reading these highly disparate reviews, this is an issue along with getting the right dosage level.  Watched videos on a ashwaganda in youtube.  

I'm taking Costco 500MG for a few weeks and very pleased.  Feel a little mild calm over-relaxed dopy tire feel, like you took a very mild opiodal or something.  No stomach issues.  only think I'm watching is my urination seems slowed down (guy 61).  I'm experimenting with one AM and one at bed for insomnia and high cortisol/stress.  So far it's really good.  I'll probably back off to once/day at night and or lower the dosage and try to find the minimum dosage I can take while yielding what I'm after.  Cuz, it's helping a ton.  ",1,1
Ashwagandha,Jim,55-64,1 to 6 months,Other,2024-01-16,3.6666666666666665,4,3,4,"Literally just like taking a Xanax or Ativan. 

Contains the exact same ingredients of pain killers, anxiety pills, and sleep pills all rolled into a brown capsule of dried plant.

It's wonderful for anxiety and insomnia- but it's not something to play with!",1,1
Ashwagandha,Michael,45-54,1 to less than 2 years,Other,2024-01-12,4.333333333333333,5,4,4,"Ashwagandha has been extremely effective in lowering my blood pressure, very effective lowering my stress levels. Gives me a sense of calmness. No side effects has been noticed.",1,1
Ashwagandha,DCM,25-34,1 to 6 months,Other,2024-01-10,5,5,5,5,"Very good supplement. It gives me vigor. I don't get as tired from stress as I used to. I can do a lot of things throughout the day. It is not an stimulant, It is more like you don't get too tired from stress. For those Who have severe side efects from herbs like Ashwagandha, Rhodiola, Eleuthero and such,     don't forget they may interact with medicines. Good luck.",1,1
Ashwagandha,Nutricost,55-64,less than 1 month,Other,2024-01-07,1,1,1,1,"I took one capsule then two hours later I was vomiting, my stomach bloated and then diarreha ,
spent most of the evening in the bathroom.this product might work different on other people but it is not one for me, through the rest in the trash bin.",1,1
Ashwagandha,LK-MA,45-54,2 to less than 5 years,Other,2024-01-03,5,5,5,5,"Initially I took this as needed at night to help me sleep, it worked very well at making me drowsy.   Sometimes I would take it to calm me down after a particularly anxiety-producing incident, also worked very well for this.  I have been taking Prozac, but the efficacy was starting to wane, so I decided to try taking the ashwaganda daily.  This was less than 2 weeks ago, so it's too soon to say on that count.  I have never experienced any side effects and am actually quite surprised at some of the reviews.  Dosage is just 460 mg as needed.",0,1
Ashwagandha,,13-18,less than 1 month,Other,2023-10-31,5,5,5,5,,0,1
Ashwagandha,,,,Other,2023-10-27,2,2,3,1,"I started supplementing with ashwagandha at the advice of a few people to ease everyday anxiety and low mood. It worked great for the first few days, but after a week or so I experienced emotional blunting, brain fog and wild mood swings. I cycled off, then back on again and the same feelings came back paired with borderline paranoia. I would advise being very careful with this stuff as I guess it affects people in different ways. It isn't for everyone  ",1,1
Ashwagandha,Chris,65-74,less than 1 month,Other,2023-10-08,1,1,1,1,"I tried Ashwagandha for anxiety and felt terrible, I only took two capsules over two days, I had stomach pain and felt like I would be sick, I felt panicky and strange, I also had a panic attack, I'd never had a panic attack before and even though I only took two capsules I had a panic attack again two weeks later!",1,1
Ashwagandha,ash,45-54,1 to less than 2 years,Other,2023-10-06,5,5,5,5,"This has helped me tremendously post covid.  I've dealt with post covid anxiety, and long term covid issues(everything on the list).  It seems when i take this my joint pain is way less and anxiety way less, and i just feel better overall....I've been taking it about 2 years now, usually a 300mg gumy in the am and at lunch.  And then a tablet at bed time(300mg).
",1,1
Ashwagandha,Alex,19-24,1 to 6 months,Other,2023-07-26,4.333333333333333,4,4,5,"As a man, I noticed a great upgrade in my libido. More energy during my day. With a higher dose, I can definetly feel the substance in my body giving me energy to go through the day. Also take during a meal to avois stomach upset. Did not notice a change in my anxiety however, I think? Try it for yourself, everyone's body reacts differently.",1,1
Ashwagandha,Spring Valley ,,less than 1 month,Other,2023-05-21,4.333333333333333,5,4,4,"After three days I went from high blood pressure to low. I had to cut my blood pressure pills in half. But I will mention I was also dieting and working out more. And I have lost a few pounds. IF I can get off blood pressure altogether, that would be awesome.",1,1
Ashwagandha,DG,25-34,1 to 6 months,Other,2023-05-13,5,5,5,5,"on my 3rd bottle (90 caps of 450 mg) usually i take twice daily one after breakfast/lunch and one after dinner . Taking 3 times when needed.

i struggle with high anxiety , uncontrolled anger esp. during PMS and also insomnia

This helped me alot. centered my emotions, clearer mindset, more focused, helped to be more calm and collected when confronted with triggering situations and sleep was better

no other side effects noted in my experience ( with maximum dose of 450 mg x 3 daily )",1,1
Ashwagandha,T-Bone,25-34,1 to 6 months,Other,2023-04-12,4.333333333333333,5,5,3,"I've found this supplement extremely effective. So much so that I only take two tablets when I want novel effects for just one day. The most noticeable effect is a quieting of the mind. I feel more sleepy, more comfy, but not tiered, not low energy, just cool and collected â everything comes to me in a timely manner and I want to cuddle people.

My satisfaction is somewhat lower than the effectiveness as though it clearly has a good effect on anxiety, it also decreases my desire to talk and share passionately â which I also love. So though it makes me very comfortable in the room with many people, I cease to be life of the party â though that wasn't happening anyway.

I simply reserve this analog for when I want a different colour spilled over the day. A fantastic novel effect which can help stimulate the fulfilment of your week.",1,1
Ashwagandha,JNorwood,35-44,less than 1 month,Other,2023-04-07,1.6666666666666667,1,3,1,"I tried a 150mg ksm-66 gummy. I ate it around 4:30pm. By 5:15 I was feeling some heaviness in my chest and my legs were more wobbly than with my everyday anxiety. By 6:30 I had lost my appetite, felt shaky, and had been in my bathroom peeing for 45minutes. Its now 915 and I feel nausea (been feeling like I was going to puke at any moment) and feeling a little more tired from it all. Hopefully I will get over all this soon!",1,1
Ashwagandha,JohnWayne23,25-34,1 to 6 months,Other,2023-04-02,5,5,5,5,"I have been taking it for about 3 months and it has had the most amazing effect on treating my chronic anxiety and burnout. I have started by taking 800mg/day and now I can do with 400mg/day. I have suggested it to everyone I know and all of them speak highly of it, as if it's some kind of miracle treatment. Well, for me it is! 

Just a FYY, if you have gastrointestinal issues such as acid reflux, gerd, stomach ulcers, you might want to take only 400mg/day and on a full stomach, otherwise it might cause some discomfort. 
Not sure about taking it longterm, I haven't had issues with it and I know someone that's been taking it for over a year with the same positive results. Might just be a case of ""there are not any proper long-term studies on its effects"". Good luck!",1,1
Ashwagandha,So sick,25-34,less than 1 month,Sleep,2023-03-30,1,1,1,1,these gummies made me so sick. I've been throwing up at night within an hour of taking them.,1,1
